Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
201900010065,18,10,2019,8:30,1,10,10387,2,3,2,3,LOMBARDS (AVENUE),48,
201900010066,18,10,2019,19:00,4,6,6088,2,2,3,6,DEROULEDE (RUE PAUL),43,
201900010067,18,10,2019,10:05,1,6,6088,2,2,1,3,SOLA (BD PIERRE),43,
201900010068,18,10,2019,8:00,1,6,6088,2,2,1,6,BEAL (RUE DU),43,
201900010069,18,10,2019,21:40,3,6,6027,1,1,2,3,GAUDE AVENUE DE LA,43,
201900010070,18,10,2019,6:30,5,6,6027,2,1,1,3,NICE AVENUE DE (RN7),43,
201900010071,18,10,2019,8:10,1,75,75119,2,1,2,3,BD PERIPHERIQUE EXTERIEUR,48,
201900010072,17,10,2019,9:30,1,75,75116,2,1,1,3,BD PERIPHERIQUE EXTERIEUR,48,
201900010073,16,10,2019,21:53,5,75,75113,2,1,2,6,BD PERIPHERIQUE EXTERIEUR,48,
201900010074,18,10,2019,6:55,5,75,75120,2,2,3,3,RUE D AVRON,48,
201900010075,18,10,2019,17:41,1,75,75119,2,1,1,3,AVENUE DE FLANDRE,48,
201900010076,18,10,2019,8:25,1,75,75119,2,2,2,3,AVENUE DE FLANDRE,48,
201900010077,18,10,2019,16:15,1,75,75118,2,1,1,6,RUE DU MONT CENIS,48,
201900010078,18,10,2019,8:15,1,75,75116,2,2,2,3,ALLEE DE LA REINE MARGUERITE,48,
201900010079,17,10,2019,20:15,5,75,75116,2,3,1,3,AVENUE DU PRESIDENT KENNEDY,48,
201900010080,17,10,2019,15:55,1,75,75116,2,2,1,3,RUE MAURICE BOURDET,48,
201900010081,18,10,2019,18:30,2,75,75111,2,1,1,3,BOULEVARD VOLTAIRE,48,
201900010082,18,10,2019,13:25,1,75,75108,2,4,1,2,RUE DES SAUSSAIES,48,
201900010083,18,10,2019,1:05,5,75,75108,2,1,1,4,VOIE GEORGES POMPIDOU,48,
201900010084,18,10,2019,21:00,5,75,75107,2,2,1,3,QUAI D ORSAY,48,
201900010085,18,10,2019,15:20,1,75,75107,2,3,7,3,QUAI BRANLY,48,
201900010086,18,10,2019,9:25,1,75,75107,2,1,8,7,PONT D IENA,48,
201900010087,16,10,2019,19:55,5,75,75104,2,3,2,3,BOULEVARD DE SEBASTOPOL,48,
201900010088,18,10,2019,9:20,1,75,75104,2,2,8,3,QUAI DE L HOTEL DE VILLE,48,
201900010089,18,10,2019,8:40,1,94,94067,2,1,2,6,GAMBETTA (AV),48,
201900010090,17,10,2019,19:50,5,94,94068,2,2,1,3,ALMA (AV DE L),48,
201900010091,18,10,2019,15:15,1,94,94016,2,1,1,6,DIVISION LECLERC (AV DE LA),48,
201900010092,18,10,2019,13:15,1,94,94037,2,3,1,3,PAUL VAILLANT COUTURIER (AV),48,
201900010093,18,10,2019,12:40,1,94,94041,2,2,1,3,GASTON MONMOUSSEAU (R),48,
201900010094,18,10,2019,19:15,5,94,94038,2,1,1,6,PAUL HOCHART (R),48,
201900010095,18,10,2019,13:55,1,94,94028,2,1,1,6,FALKIRK(RUE),48,
201900010096,18,10,2019,16:15,1,94,94037,2,1,1,3,PAUL VAILLANT COUTURIER (AV),48,
201900010097,18,10,2019,12:15,1,94,94071,2,1,1,7,OLIVIER D ORMESSON (AV),48,
201900010098,18,10,2019,2:30,5,93,93064,2,1,1,3,ALSACE-LORRAINE (BOULEVARD),48,
201900010099,17,10,2019,23:50,5,93,93064,2,2,1,3,ALSACE-LORRAINE (BOULEVARD),48,
201900010100,18,10,2019,14:35,1,93,93053,2,1,8,5,GABRIEL PERI (BLD),48,
201900010101,17,10,2019,10:50,1,93,93053,2,2,1,3,NEUILLY (RUE DE) N° 4 A ... - N° 9 A ...,48,
201900010102,18,10,2019,14:40,1,93,93032,2,1,1,3,ABBESSES  (CHEMIN D'ACCES AUX),48,
201900010103,18,10,2019,1:36,5,93,93046,2,2,1,3,ARISTIDE BRIAND AVENUE,48,
201900010104,7,10,2019,3:15,5,93,93030,2,1,1,3,HUIT-MAI-1945 (AVENUE DU),48,
201900010105,18,10,2019,20:30,5,93,93066,2,9,1,2,STADE DE FRANCE (AVENUE DU),48,
201900010106,18,10,2019,10:55,1,93,93001,2,2,1,6,NOYERS (RUE DES)  => 17/22,48,
201900010107,17,10,2019,9:30,1,92,92064,2,1,2,3,MARCEL DASSAULT,48,
201900010108,18,10,2019,9:30,1,92,92051,2,2,1,6,BINEAU (BOULEVARD,,
201900010109,17,10,2019,20:00,5,92,92048,2,1,8,6,PARIS (RUE DE) N° 1 A 15BIS,48,
201900010110,17,10,2019,19:10,5,92,92036,2,1,1,6,GRESILLONS (AVENUE DES) (141/215),48,
201900010111,17,10,2019,13:00,1,92,92025,2,1,1,2,VALMY (BD DE),48,
201900010112,16,10,2019,7:50,2,92,92024,2,1,2,2,CLICHY (PONT DE),48,
201900010113,17,10,2019,8:50,1,92,92009,2,3,1,3,JEAN JAURES ( RUE ),48,
201900010114,17,10,2019,17:10,1,17,17315,1,1,8,1,RD 108,46,
201900010115,18,10,2019,10:20,1,33,33088,2,1,1,5,21 rue de la République,45,
201900010116,11,10,2019,18:00,1,34,34243,1,1,1,1,D986,43,
201900010117,17,10,2019,19:00,1,22,22206,1,1,1,2,N/A,48,
201900010118,16,10,2019,17:50,1,84,84099,1,2,1,3,Chemin du Moulin d'Oise,43,
201900010119,19,10,2019,9:35,1,87,87133,1,1,8,7,A20 - PK 139.144 - Direction PARIS,46,
201900010120,13,10,2019,12:00,1,30,30290,1,3,1,6,Route de Pont,44,
201900010121,19,10,2019,11:55,1,62,62428,1,1,1,1,D5,50,
201900010122,18,10,2019,18:00,1,19,19023,1,1,1,6,Route de beaulieu,45,
201900010123,18,10,2019,15:55,1,79,79257,1,1,1,1,D101,46,
201900010124,19,10,2019,2:10,3,2B,2B050,1,1,1,6,T30,42,
201900010125,18,10,2019,18:45,2,33,33185,1,1,1,5,D1089,44,
201900010126,19,10,2019,17:20,1,69,69063,1,1,9,3,Quai d'Illhaeusern,45,
201900010127,19,10,2019,14:00,1,71,71132,1,1,2,1,rue du 11 novembre 1918,46,
201900010128,19,10,2019,11:30,1,63,63321,1,1,8,7,D14,45,
201900010129,19,10,2019,4:30,3,63,63054,1,1,2,6,D909,45,
201900010130,18,10,2019,12:00,1,55,55404,1,4,2,3,33 Rue du Moulin,48,
201900010131,19,10,2019,11:25,1,42,42131,1,1,1,1,Chemin de la Goutte Dine,46,
201900010132,10,9,2019,21:56,3,46,46088,1,1,1,2,Rue de la Prade,44,
201900010133,19,10,2019,8:30,1,47,47174,1,1,1,1,Pissette,44,
201900010134,15,10,2019,0:30,3,47,47095,1,1,3,6,Benezit,44,
201900010135,9,10,2019,11:10,1,22,22018,1,1,1,7,Kernevez,48,
201900010136,16,10,2019,12:50,1,25,25212,2,5,1,1,Rue de Châtillon,47,
201900010137,19,10,2019,12:20,1,44,44091,1,1,8,6,Lieu dit la colle,47,
201900010138,18,10,2019,9:25,1,29,29215,2,1,1,6,1050 Lieu Dit Scantourec,47,
201900010139,19,10,2019,3:00,4,31,31481,1,1,1,6,D53b,43,
201900010140,17,10,2019,8:50,1,31,31261,2,1,7,1,D626b,43,
201900010141,18,10,2019,20:00,3,38,38311,1,1,2,1,Montee Chambourriere,45,
201900010142,17,10,2019,21:25,3,38,38226,1,1,1,6,Route de Charvet,44,
201900010143,17,10,2019,0:15,3,58,58059,2,1,1,7,120 Avenue du Marechal Leclerc,47,
201900010144,19,10,2019,17:50,1,14,14241,2,1,1,6,D71,49,
201900010145,19,10,2019,12:00,1,64,64199,2,1,1,1,chemin pacheras,43,
201900010146,19,10,2019,0:30,3,10,10056,1,1,1,6,D48,48,
201900010147,17,10,2019,22:10,4,36,36128,1,1,2,5,Route Nationale 151 PK60+500,46,
201900010148,3,10,2019,12:15,1,7,7110,2,9,1,3,Chemin des Hameaux d'Auzon,44,
201900010149,16,10,2019,19:00,3,37,37149,1,1,2,6,Diard,47,
201900010150,18,10,2019,20:48,3,49,49127,1,1,8,2,A11,47,
201900010151,18,10,2019,22:55,3,1,1067,1,1,3,7,A40,46,
201900010152,18,10,2019,15:50,1,69,69244,2,1,2,1,230 Avenue Charles de Gaulle,45,
201900010153,18,10,2019,5:15,3,69,69112,1,1,8,6,Lentilly (Embranchement d'autoroute),45,
201900010154,18,10,2019,8:30,1,69,69086,1,1,8,7,A 89,45,
201900010155,17,10,2019,8:40,1,987,98715,2,3,1,2,Rt1 - Pk 6,,
201900010156,18,10,2019,18:45,3,6,6079,1,1,2,7,A8 chaussée Sud,43,
201900010157,19,10,2019,14:04,1,45,45302,1,1,8,3,A10  - BRETELLE Sortie Orleans Nord,47,
201900010158,19,10,2019,9:45,1,988,98824,2,1,1,7,R.P.N.10,-20,
201900010159,19,10,2019,10:40,1,988,98813,1,1,1,3,rt1 village - niveau aire de repos de taiche,-21,
201900010160,18,10,2019,21:30,3,973,97311,1,1,1,3,RN1,5,
201900010161,18,10,2019,5:30,2,971,97129,1,1,2,1,RN2 pont de la Ramée,16,
201900010162,18,10,2019,16:45,1,971,97107,1,1,2,1,1312 Boulevard de Bananier,16,
201900010163,19,10,2019,5:00,3,33,33503,2,1,2,6,RD5E3 Avenue de l'Ocean,44,
201900010164,18,10,2019,18:00,1,37,37011,1,9,1,5,D7,47,
201900010165,19,10,2019,11:50,1,77,77308,1,1,2,3,D41,49,
201900010166,19,10,2019,8:05,1,11,11198,1,1,8,7,D111,43,
201900010167,19,10,2019,17:50,1,34,34199,1,3,8,3,D39,43,
201900010168,18,10,2019,17:15,1,13,13022,2,1,1,3,rd 5559 route de MARSEILLE,43,
201900010169,18,10,2019,9:19,1,26,26002,1,1,8,4,A7 - PK 036.000,45,
201900010170,19,10,2019,5:30,5,68,68174,2,1,3,7,9 b Rue du Rhin,47,
201900010171,19,10,2019,15:55,1,57,57256,1,1,2,6,D603,49,
201900010172,17,10,2019,9:45,1,73,73157,2,1,8,6,D1006  8 Place Sommeiller,45,
201900010173,18,10,2019,12:00,1,81,81092,1,1,1,5,D49,43,
201900010174,19,10,2019,3:00,5,40,40184,2,2,1,6,11 Avenue Maurice Martin,44,
201900010175,19,10,2019,12:35,1,33,33326,1,1,1,1,RD 137,45,
201900010176,18,10,2019,13:05,1,35,35257,2,3,1,6,26 Rue de Fougeres,48,
201900010177,18,10,2019,4:15,3,60,60138,1,1,9,2,D1330,49,
201900010178,13,10,2019,5:30,3,13,13215,1,1,2,7,A55-Sens Marseille vers Martigues,43,
201900010179,18,10,2019,8:02,1,94,94003,1,1,2,3,AUTOROUTE A6B,48,
201900010180,18,10,2019,4:05,5,94,94076,1,1,1,7,AUTOROUTE A6A,48,
201900010181,17,10,2019,7:50,1,78,78133,1,1,2,3,A13,48,
201900010182,18,10,2019,15:50,1,95,95256,1,1,1,7,RN 184,49,
201900010183,18,10,2019,13:15,1,93,93007,1,1,1,4,AUTOROUTE A3,48,
201900010184,18,10,2019,16:15,1,93,93027,1,1,1,5,AUTOROUTE A1,48,
201900010185,18,10,2019,12:15,1,93,93010,1,1,1,2,AUTOROUTE A3,48,
201900010186,18,10,2019,9:40,1,93,93027,1,1,1,2,AUTOROUTE A86,48,
201900010187,18,10,2019,9:45,1,93,93006,1,1,1,2,AUTOROUTE A3,48,
201900010188,17,10,2019,15:25,1,95,95678,1,1,1,4,RN 184,49,
201900010189,17,10,2019,13:35,1,93,93007,1,1,2,5,AUTOROUTE A3,48,
201900010190,17,10,2019,7:00,4,93,93066,1,1,2,2,AUTOROUTE A1,48,
201900010191,17,10,2019,6:20,3,95,95582,1,1,2,6,RD 170,48,
201900010192,15,10,2019,23:02,5,94,94028,1,1,1,4,A86 EXT,48,
201900010193,16,10,2019,9:15,1,976,97611,2,1,1,7,kaweni-SPPM ( rue de la ),-12,
201900010194,16,10,2019,8:20,1,976,97611,2,1,1,2,cavani-Manguiers (rue des),-12,
201900010195,16,10,2019,16:35,1,42,42218,2,1,1,6,UNIVERSITE (DE L'),45,
201900010196,17,10,2019,16:18,1,29,29039,1,1,1,7,RN165 (VE),47,
201900010197,17,10,2019,5:15,4,13,13207,2,3,1,6,PAPON (RUE),43,
201900010198,16,10,2019,15:30,1,94,94060,2,1,1,5,ARMAND PEUGEOT (R),48,
201900010199,16,10,2019,19:30,5,988,98818,2,3,1,3,ROUTE DE L'ANSE VATA/RUE DU PASTEUR DELORD,-22,
201900010200,17,10,2019,15:20,1,974,97411,2,3,1,3,TOPAZES(ALLEE DES),-20,
201900010201,17,10,2019,16:15,1,69,69387,2,1,2,6,CAPITAINE ROBERT CLUZAN (DU)        (R ),45,
201900010202,17,10,2019,18:00,2,69,69259,2,1,2,2,PROFESSEUR ROUX (DU)                (R ),45,
201900010203,17,10,2019,3:20,5,69,69276,2,1,1,6,MARRONNIERS (DES)                    AL,45,
201900010204,17,10,2019,15:35,1,972,97209,1,1,2,6,MARNE (BOULEVARD DE LA),14,
201900010205,17,10,2019,18:10,2,69,69389,2,1,1,4,DUCHERE (DE LA)                     (BD),45,
201900010206,17,10,2019,14:00,1,69,69202,2,2,1,3,COMMANDANT CHARCOT (DU)             (R ),45,
201900010207,17,10,2019,8:00,1,95,95063,2,2,1,3,RUE AMBROISE PARE,48,
201900010208,15,10,2019,18:22,1,91,91477,2,1,1,3,BERTEAUX (RUE MAURICE),48,
201900010209,16,10,2019,18:50,1,88,88209,2,2,1,3,PLAINE (REU DE LA),48,
201900010210,17,10,2019,6:35,5,78,78586,2,6,2,6,PONTOISE,48,
201900010211,17,10,2019,15:50,1,77,77186,2,1,1,2,SAINT MERRY (RUE),48,
201900010212,15,10,2019,15:58,1,76,76402,2,2,1,6, (ROUTE DE DIEPPE),49,
201900010213,16,10,2019,15:13,1,76,76351,2,2,2,2,VERDUN (RUE DE),49,
201900010214,17,10,2019,16:25,1,76,76217,2,2,1,1,REPUBLIQUE (AVENUE DE LA),49,
201900010215,17,10,2019,19:37,5,74,74093,2,1,2,3,CROISEE (DE LA),45,
201900010216,17,10,2019,12:15,1,71,71153,2,1,3,7,CHANZY (RUE DE),46,
201900010217,17,10,2019,21:35,5,69,69275,2,1,9,7,SULLY                               (R ),45,
201900010218,17,10,2019,22:15,5,69,69266,2,2,8,6,LEON BLUM      (Rue),45,
201900010219,17,10,2019,14:50,1,69,69290,2,1,1,6,COLETTE                             (R ),45,
201900010220,16,10,2019,15:45,1,67,67482,2,2,1,3,ALTKIRCH (RUE D ),48,
201900010221,16,10,2019,14:35,1,67,67482,2,1,7,6,SCHIRMECK (ROUTE DE),48,
201900010222,16,10,2019,13:55,1,67,67482,2,1,1,2,RHIN (AVENUE DU),48,
201900010223,24,4,2019,17:00,1,14,14699,2,2,1,6,CD 677,49,
201900010224,20,4,2019,17:50,1,14,14220,2,1,1,3,AGUSTE-DECAENS (RUE),49,
201900010225,24,4,2019,16:00,1,14,14366,2,1,2,6,REPUBLIQUE (PLACE DE LA ),49,
201900010226,25,4,2019,20:33,1,14,14333,2,4,1,1,PRES (RUE DES),49,
201900010227,25,4,2019,10:10,1,14,14118,2,2,1,3,NASHVILLE (RUE DE),49,
201900010228,18,4,2019,11:59,1,14,14437,1,1,1,2,PERIPHERIQUE NORD (BOULEVARD),49,
201900010229,26,4,2019,14:00,1,13,13054,2,1,1,6,DONAT PETTENATI (RUE ),43,
201900010230,25,4,2019,2:00,3,13,13108,1,1,1,6,route des Saintes Maries de la Mer,43,
201900010231,28,4,2019,9:30,1,13,13204,2,2,1,6,CHARTREUX (AVENUE DES),43,
201900010232,28,4,2019,8:30,1,13,13212,2,1,1,3,CAILLOLS (AVENUE DES),43,
201900010233,27,4,2019,16:25,1,13,13208,2,1,1,7,DAVID (ROND-POINT),43,
201900010234,27,4,2019,18:15,1,13,13203,2,1,1,6,FÉLIX PYAT (RUE),43,
201900010235,27,4,2019,17:30,1,13,13205,2,1,1,6,CHAVE (BOULEVARD),43,
201900010236,27,4,2019,18:50,1,13,13214,2,3,1,6,PLOMBIERES (BOULEVARD DES),43,
201900010237,27,4,2019,8:40,1,13,13209,2,1,1,6,GASTON RAMON (BOULEVARD),43,
201900010238,27,4,2019,2:30,5,13,13211,2,1,1,6,CARTONNERIE (BOULEVARD DE LA ),43,
201900010239,27,4,2019,1:20,5,13,13214,2,2,1,6,GUYNEMER (PLACE),43,
201900010240,26,4,2019,20:30,2,13,13209,2,2,1,6,SAINTE MARGUERITE (BOULEVARD),43,
201900010241,26,4,2019,18:20,1,13,13075,2,2,1,3,FRÉDÉRIC CHEVILLON (AVENUE),43,
201900010242,25,4,2019,16:10,1,13,13211,2,3,1,3,BARASSE,43,
201900010243,26,4,2019,11:00,1,13,13206,2,3,1,6,TOULON (AVENUE DE),43,
201900010244,26,4,2019,1:40,5,13,13201,2,1,1,6,GARIBALDI (BOULEVARD) N° IMPAIRS,43,
201900010245,25,4,2019,22:30,5,13,13211,2,6,3,6,JEAN LOMBARD (AVENUE),43,
201900010246,5,6,2019,16:40,1,77,77217,1,1,2,5,D 471 - PK 20,48,
201900010247,25,4,2019,21:50,5,13,13210,2,3,2,3,TIMONE (AVENUE DE LA),43,
201900010248,25,4,2019,18:15,1,13,13204,2,1,1,6,FRANÇOISE DUPARC (BOULEVARD),43,
201900010249,1,6,2019,15:00,1,95,95169,1,1,1,3,Route départementale 43,49,
201900010250,25,4,2019,13:30,1,13,13210,2,3,1,2,ANTOINE DEL BELLO (RUE),43,
201900010251,1,6,2019,5:36,2,95,95610,1,1,1,6,D14,49,
201900010252,25,4,2019,8:15,1,13,13210,2,1,1,3,ACIERIES (BOULEVARD DES),43,
201900010253,31,5,2019,17:10,1,91,91156,2,1,1,5,D449,48,
201900010254,24,4,2019,15:10,1,13,13213,2,1,1,6,ALBERT EINSTEIN (RUE),43,
201900010255,12,6,2019,7:25,1,91,91593,2,1,1,6,route de paris,48,
201900010256,24,4,2019,12:35,1,13,13205,2,2,2,6,JEAN MOULIN (BOULEVARD),43,
201900010257,18,6,2019,21:20,1,91,91226,1,1,1,7,RN 20 -C SENS PROVINCE-PARIS,48,
201900010258,23,4,2019,11:50,1,13,13214,2,6,2,3,JEAN QUEILLAU (RUE),43,
201900010259,1,6,2019,16:40,1,91,91463,2,1,1,3,Grande Rue,48,
201900010260,23,4,2019,10:25,1,13,13201,2,3,2,1,LÉON GAMBETTA (ALLEE),43,
201900010261,6,6,2019,17:35,1,78,78321,1,1,1,3,D912,48,
201900010262,22,4,2019,13:40,1,13,13201,2,1,1,6,LÉON GAMBETTA (ALLEE),43,
201900010263,12,6,2019,9:00,1,78,78575,2,1,1,1,Chemin de Coubertin 78470,48,
201900010264,22,4,2019,8:00,1,13,13214,2,1,1,6,AVENUE RAIMU,43,
201900010265,31,5,2019,14:45,1,78,78263,2,2,1,3,Rue de Laverdy,48,
201900010266,21,4,2019,20:00,1,13,13215,2,1,1,6,SAINT ANTOINE (AVENUE DE),43,
201900010267,12,6,2019,18:30,1,78,78107,1,1,2,6,Route Départementale 110,48,
201900010268,7,6,2019,11:35,1,2B,2B335,1,3,1,6,Carrefour RT10 AVEC LA ROUTE DE LA CHAPELLE SANTA CRISTINA,42,
201900010269,21,4,2019,19:17,2,13,13214,2,1,1,3,CAMP LONG (TRAVERSE),43,
201900010270,8,6,2019,14:35,1,2B,2B087,1,1,1,7,Prunete,42,
201900010271,21,4,2019,18:30,1,13,13208,2,1,1,2,PRADO (AVENUE DU),43,
201900010272,7,6,2019,17:15,1,2B,2B303,1,1,1,7,RT10,,
201900010273,21,4,2019,4:15,5,13,13203,2,2,1,3,ROGER SALENGRO (AVENUE),43,
201900010274,16,6,2019,14:45,1,2B,2B205,1,1,1,7,Canale,42,
201900010275,21,4,2019,4:30,5,13,13208,2,1,1,6,COMMANDANT ROLLAND,43,
201900010276,14,6,2019,15:30,1,2B,2B314,1,1,1,6,D81,42,
201900010277,21,4,2019,0:19,5,13,13207,2,9,2,2,RIVE NEUVE (QUAI),43,
201900010278,20,4,2019,13:09,1,13,13210,2,3,1,3,CAPELETTE (AVENUE DE LA),43,
201900010279,12,6,2019,3:00,3,2B,2B109,1,1,1,7,Route départementale 80,,
201900010280,19,4,2019,22:38,5,13,13216,1,1,1,2,LITTORAL (CHEMIN DU),43,
201900010281,9,6,2019,16:05,1,2B,2B185,2,1,1,6,lumio,42,
201900010282,19,4,2019,23:10,5,13,13208,2,1,1,3,MADRAGUE DE MONTREDON (AVE DE LA) ,43,
201900010283,1,6,2019,17:20,1,2B,2B187,2,1,1,1,RD 80 Marines de Negru,42,
201900010284,19,4,2019,13:00,1,13,13215,2,6,1,3,CAP JANET (CHEMIN),43,
201900010285,19,4,2019,17:40,1,13,13209,2,1,1,2,SAINTE MARGUERITE (BOULEVARD),43,
201900010286,1,6,2019,13:30,1,2B,2B205,2,1,1,6,rd 81,42,
201900010287,14,6,2019,20:15,1,2B,2B355,1,1,2,6,"lieu-dit ""FUNTANONE""",42,
201900010288,19,4,2019,14:05,1,13,13201,2,3,1,3,RIVE NEUVE (QUAI DE),43,
201900010289,15,6,2019,15:40,1,2B,2B042,2,1,1,6,Avenue de Borgo,42,
201900010290,19,4,2019,14:30,1,13,13211,2,1,1,2,AIR BEL (AVENUE),43,
201900010291,17,6,2019,7:30,1,2A,2A247,2,1,7,6,rue Jean JAURES,41,
201900010292,19,4,2019,10:50,1,13,13203,2,1,1,3,ROGER SALENGRO (AVENUE),43,
201900010293,7,6,2019,14:20,1,2A,2A247,2,6,1,3,Avenue de Bastia,41,
201900010294,19,4,2019,8:40,1,13,13213,2,3,1,3,CHEMIN DU MERLAN A LA ROSE ,43,
201900010295,4,6,2019,8:05,1,2A,2A247,2,1,1,6,Quai de Syracuse,41,
201900010296,18,4,2019,23:50,5,13,13211,2,1,1,1,AUDIENCE (RUE DE L'),43,
201900010297,13,6,2019,12:30,1,66,66165,1,1,1,1,RN116  PR 28+600,42,
201900010298,18,4,2019,19:20,2,13,13211,2,1,1,2,CAMOINS (AVENUE DES),43,
201900010299,9,6,2019,5:45,2,66,66214,1,1,1,1,D900,42,
201900010300,18,4,2019,17:20,1,13,13214,2,1,1,2,ALEX ANSALDI (RUE),43,
201900010301,9,6,2019,16:35,1,66,66129,1,1,1,1,D8,42,
201900010302,20,4,2019,15:35,1,13,13098,1,1,1,6,GALLIFFET IMPASSE,43,
201900010303,7,6,2019,19:15,1,66,66227,1,1,1,7,Route Départementale 914,42,
201900010304,22,4,2019,12:15,1,13,13028,2,1,1,1,BODIN (AVENUE EMILE),43,
201900010305,19,6,2019,17:20,1,48,48198,2,1,1,1,Avenue de la Gare,44,
201900010306,23,4,2019,7:30,1,13,13005,2,1,8,5,NAPOLLON (ROUTE DE),43,
201900010307,17,4,2019,20:42,5,13,13005,2,2,1,4,VERDUN (AVENUE DE),43,
201900010308,12,6,2019,15:30,1,30,30139,1,1,1,7,D 986,44,
201900010309,12,6,2019,21:00,2,30,30080,1,1,1,6,RD906,44,
201900010310,26,4,2019,7:35,1,13,13001,2,3,1,1,ROSTOLANE (AV DE LA),43,
201900010311,18,6,2019,12:20,1,34,34157,1,3,1,3,RD 51,43,
201900010312,23,4,2019,23:30,5,13,13001,2,1,1,3,COSTE JEAN PAUL (AV ),43,
201900010313,18,4,2019,8:45,1,13,13001,2,3,1,6,ALPILLES (RUE DES),43,
201900010314,5,6,2019,8:45,1,34,34143,1,3,7,2,Route de Villeveyrac,43,
201900010315,10,6,2019,18:30,1,34,34329,1,9,2,7,D64,43,
201900010316,20,6,2019,7:15,1,34,34009,2,1,2,1,Route de Valros,43,
201900010317,7,6,2019,17:30,1,34,34103,1,1,2,1,Route de Cabrières,43,
201900010318,2,6,2019,20:00,1,34,34183,1,1,1,1,CD609,43,
201900010319,18,4,2019,16:50,1,12,12202,2,1,1,7,JEAN XXIII (RUE),44,
201900010320,8,6,2019,18:00,1,34,34240,1,1,1,7,Lieu dit La crouzette,43,
201900010321,19,4,2019,13:30,1,12,12145,2,1,1,6,BEAU SOLEIL,44,
201900010322,17,6,2019,17:00,1,34,34145,2,1,1,6,route de sommières,43,
201900010323,25,4,2019,13:50,1,12,12083,1,3,3,3,D11,44,
201900010324,9,6,2019,5:15,2,34,34151,1,1,1,1,ROUTE DE LA MER,43,
201900010325,23,4,2019,11:35,1,12,12089,2,6,1,6,GENDARMERIE (ROND-POINT DE LA),44,
201900010326,14,6,2019,7:15,2,84,84019,2,6,2,3,Avenue Jean Giono,44,
201900010327,22,4,2019,14:55,1,11,11262,2,6,1,3,MARCORIGNAN (ROUTE DE),43,
201900010328,16,6,2019,19:10,1,84,84003,1,1,1,1,Route de Rustrel,43,
201900010329,17,4,2019,14:10,1,11,11262,2,1,1,7,NORE (RUE DU PIC DE),43,
201900010330,10,6,2019,14:15,1,84,84092,2,1,1,7,avenue louis braille,43,
201900010331,17,4,2019,18:40,2,11,11069,2,1,1,2,LECLERC AV. DU GENERAL PAIRS ...116,43,
201900010332,9,6,2019,23:50,5,83,83112,2,9,1,3,Allée des Pins,43,
201900010333,23,4,2019,15:15,1,11,11069,2,3,1,3,VARSOVIE -BD-,43,
201900010334,10,6,2019,21:00,2,83,83019,2,1,1,7,100 Boulevard du Mont des Roses,43,
201900010335,18,4,2019,17:35,1,11,11069,1,3,1,3,Rue Juliette Costeplane,43,
201900010336,19,6,2019,9:15,1,83,83035,1,1,1,2,N/A,43,
201900010337,26,4,2019,16:54,1,10,10387,2,2,1,1,MARCELIN BERTHELOT (RUE),48,
201900010338,26,4,2019,12:50,1,10,10387,2,1,1,6,EDOUARD HERRIOT (RUE),48,
201900010339,14,3,2019,19:07,3,10,10343,2,1,1,3,DIJON (RUE DE),48,
201900010340,26,4,2019,8:22,1,10,10325,2,2,1,3,AUXERRE (ROUTE ),48,
201900010341,24,4,2019,21:46,5,10,10387,2,3,1,6,ANATOLE FRANCE (RUE),48,
201900010342,3,6,2019,12:00,1,83,83035,1,1,1,6,D226,,
201900010343,12,3,2019,20:30,5,10,10387,2,3,3,6,CHARMILLES (MAIL DES),48,
201900010344,19,6,2019,9:50,1,83,83065,2,1,1,2,RD 98,43,
201900010345,23,4,2019,10:35,1,10,10387,2,1,1,6,PREIZE (RUE DE),48,
201900010346,12,6,2019,2:45,5,83,83065,1,1,1,1,N/A,43,
201900010347,23,4,2019,9:36,1,10,10387,2,1,1,6,RAVELIN (RUE),48,
201900010348,29,5,2019,1:30,5,83,83119,2,1,1,2,Avenue du Quinze Août 1944,43,
201900010349,22,4,2019,15:50,1,10,10362,2,1,1,2,HENRI BARBUSSE (RUE),48,
201900010350,21,4,2019,18:39,1,10,10387,2,1,1,6,CHAPITRE (RUE),48,
201900010351,10,6,2019,11:35,1,83,83115,1,1,1,1,Route du Muy,43,
201900010352,20,4,2019,13:23,1,10,10333,2,1,7,5,ROCADE OUEST (RD 610),48,
201900010353,19,4,2019,15:22,1,10,10297,2,1,1,3,JEAN JAURES (RUE),48,
201900010354,19,4,2019,11:00,1,10,10387,2,1,1,6,AMBROISE COTTET (RUE),48,
201900010355,27,4,2019,13:50,1,7,7281,1,1,8,5,C.D.533,44,
201900010356,25,4,2019,11:50,1,6,6088,2,1,1,3,TZAREWITCH (BD DU),43,
201900010357,4,6,2019,17:30,1,83,83115,2,9,1,1,RD559,43,
201900010358,21,4,2019,20:52,5,6,6088,2,1,1,6,ANGLAIS PLAGE (N°1 AU 43),43,
201900010359,18,6,2019,7:25,1,83,83042,1,1,1,3,2449 Route de la Mole,43,
201900010360,24,4,2019,7:11,1,6,6088,2,3,2,1,CARABACEL (BD),43,
201900010361,23,4,2019,11:20,1,6,6088,2,2,3,6,VILLE (R. GEORGES),43,
201900010362,8,6,2019,3:00,5,83,83042,1,6,1,7,FONT MOURIER,43,
